,,,TSLA,,,,,,,,Meta,,,,,,,,AMZN,,,,,,,,AAPL,,,
Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume
2018-04-30,19.573999,19.915333,19.5,19.593332,19.593332,63423000,,2020-03-23,149.660004,152.309998,142.25,148.100006,148.100006,29830800,,2005-03-18,1.7075,1.714,1.6825,1.708,1.708,105894000,,1988-09-30,0.392857,0.392857,0.386161,0.386161,0.303297,92892800
2018-05-01,19.567333,20.054667,19.548,19.994667,19.994667,69384000,,2020-03-24,155.210007,161.309998,152.570007,160.979996,160.979996,30440400,,2005-03-21,1.7105,1.7315,1.677,1.6835,1.6835,121688000,,1988-10-03,0.383929,0.386161,0.375,0.379464,0.298037,90776000
2018-05-02,19.904667,20.456667,19.851999,20.076668,20.076668,134556000,,2020-03-25,158.919998,162.990005,153.059998,156.210007,156.210007,35184300,,2005-03-22,1.685,1.697,1.6535,1.6575,1.6575,109814000,,1988-10-04,0.377232,0.381696,0.367188,0.370536,0.291025,51654400
2018-05-03,18.586,19.202667,18.348667,18.963333,18.963333,260281500,,2020-03-26,158.25,164,157.020004,163.339996,163.339996,26556800,,2005-03-23,1.6545,1.692,1.641,1.659,1.659,126474000,,1988-10-05,0.368304,0.372768,0.361607,0.364955,0.286641,123200000
2018-05-04,18.866667,19.790667,18.634666,19.606001,19.606001,128541000,,2020-03-27,158.199997,160.089996,154.75,156.789993,156.789993,24879900,,2005-03-24,1.67,1.694,1.6435,1.644,1.644,106746000,,1988-10-06,0.361607,0.364955,0.350446,0.354911,0.278753,167764800
2018-05-07,19.833332,20.397333,19.677999,20.184668,20.184668,130173000,,2020-03-30,159.179993,166.75,158.059998,165.949997,165.949997,22515200,,2005-03-28,1.655,1.6825,1.651,1.6695,1.6695,86532000,,1988-10-07,0.348214,0.354911,0.342634,0.354911,0.278753,457587200
2018-05-08,20.053333,20.516666,19.933332,20.131332,20.131332,88950000,,2020-03-31,165.479996,170.929993,164.199997,166.800003,166.800003,23676300,,2005-03-29,1.664,1.7075,1.6615,1.6715,1.6715,122746000,,1988-10-10,0.352679,0.354911,0.334821,0.34375,0.269987,332640000
2018-05-09,20.027332,20.467333,20.003332,20.456667,20.456667,85911000,,2020-04-01,161.619995,164.149994,158.039993,159.600006,159.600006,19507600,,2005-03-30,1.6795,1.726,1.6755,1.716,1.716,106996000,,1988-10-11,0.341518,0.352679,0.341518,0.348214,0.273493,194555200
2018-05-10,20.5,20.865999,20.274,20.334667,20.334667,84774000,,2020-04-02,159.100006,161.350006,155.919998,158.190002,158.190002,20886300,,2005-03-31,1.7245,1.7275,1.7,1.7135,1.7135,71086000,,1988-10-12,0.34375,0.348214,0.339286,0.345982,0.27174,132944000
2018-05-11,20.513332,20.591999,19.938667,20.070667,20.070667,70194000,,2020-04-03,157.149994,157.910004,150.830002,154.179993,154.179993,25983300,,2005-04-01,1.7315,1.7355,1.689,1.7005,1.7005,100368000,,1988-10-13,0.34375,0.354911,0.34375,0.348214,0.273493,164460800
2018-05-14,20.221333,20.329332,19.441334,19.464666,19.464666,109302000,,2020-04-06,160.149994,166.199997,158.509995,165.550003,165.550003,28453600,,2005-04-04,1.7,1.759,1.6905,1.75,1.75,146844000,,1988-10-14,0.352679,0.352679,0.340402,0.345982,0.27174,157248000
2018-05-15,19.000668,19.130667,18.700001,18.945333,18.945333,142788000,,2020-04-07,171.789993,173.389999,166.009995,168.830002,168.830002,31411900,,2005-04-05,1.7615,1.767,1.7495,1.764,1.764,98660000,,1988-10-17,0.34375,0.348214,0.341518,0.34375,0.269987,93688000
2018-05-16,18.922001,19.254,18.770666,19.098667,19.098667,85110000,,2020-04-08,171.25,175,167.740005,174.279999,174.279999,21664200,,2005-04-06,1.755,1.76,1.731,1.741,1.741,105522000,,1988-10-18,0.348214,0.352679,0.341518,0.351563,0.276123,142598400
2018-05-17,19.059999,19.279333,18.931334,18.969334,18.969334,66309000,,2020-04-09,175.899994,177.080002,171.570007,175.190002,175.190002,23534300,,2005-04-07,1.734,1.746,1.725,1.745,1.745,76146000,,1988-10-19,0.354911,0.363839,0.352679,0.357143,0.280506,277323200
2018-05-18,18.976667,18.976667,18.266666,18.454666,18.454666,108778500,,2020-04-13,173.669998,175,169.449997,174.789993,174.789993,19355400,,2005-04-08,1.7375,1.7465,1.7285,1.73,1.73,60260000,,1988-10-20,0.357143,0.371652,0.357143,0.370536,0.291025,173465600
2018-05-21,18.755333,19.432667,18.753332,18.966,18.966,137739000,,2020-04-14,178.979996,181.229996,176.619995,178.169998,178.169998,21011800,,2005-04-11,1.73,1.75,1.718,1.73,1.73,65062000,,1988-10-21,0.368304,0.372768,0.363839,0.366071,0.287518,123603200
2018-05-22,19.184,19.200001,18.228001,18.334,18.334,134187000,,2020-04-15,175.190002,178.190002,172.820007,176.970001,176.970001,17423000,,2005-04-12,1.72,1.732,1.683,1.7315,1.7315,123944000,,1988-10-24,0.368304,0.368304,0.353795,0.357143,0.280506,135161600
2018-05-23,18.517332,18.660667,18.266666,18.604668,18.604668,89776500,,2020-04-16,177.949997,178.050003,172.509995,176.25,176.25,23593200,,2005-04-13,1.7175,1.7355,1.7075,1.715,1.715,82502000,,1988-10-25,0.359375,0.359375,0.354911,0.356027,0.279629,85187200
2018-05-24,18.559999,18.740667,18.326,18.523333,18.523333,62650500,,2020-04-17,179.199997,180.279999,176.660004,179.240005,179.240005,20974800,,2005-04-14,1.713,1.725,1.694,1.6985,1.6985,83568000,,1988-10-26,0.357143,0.357143,0.34375,0.350446,0.275246,188720000
2018-05-25,18.508667,18.642668,18.374001,18.59,18.59,58126500,,2020-04-20,177.410004,180.5,176.770004,178.240005,178.240005,16110700,,2005-04-15,1.698,1.7,1.651,1.651,1.651,119700000,,1988-10-27,0.345982,0.350446,0.341518,0.348214,0.273493,143684800
2018-05-29,18.567333,19.1,18.41,18.917334,18.917334,84999000,,2020-04-21,175.25,175.380005,168.339996,170.800003,170.800003,24850500,,2005-04-18,1.645,1.679,1.642,1.65,1.65,138340000,,1988-10-28,0.348214,0.352679,0.34375,0.34375,0.269987,84481600
2018-05-30,18.886,19.667334,18.773333,19.448,19.448,112345500,,2020-04-22,178.449997,184.779999,178.139999,182.279999,182.279999,33242000,,2005-04-19,1.659,1.6685,1.6005,1.639,1.639,132388000,,1988-10-31,0.345982,0.345982,0.334821,0.344866,0.270863,242905600
2018-05-31,19.147333,19.358,18.862,18.982,18.982,88795500,,2020-04-23,184.080002,187.050003,183.149994,185.130005,185.130005,21426600,,2005-04-20,1.655,1.688,1.645,1.6625,1.6625,184310000,,1988-11-01,0.34375,0.345982,0.337054,0.339286,0.266481,143696000
2018-06-01,19.057333,19.463333,18.922667,19.454666,19.454666,81366000,,2020-04-24,183.229996,190.410004,180.830002,190.070007,190.070007,28792000,,2005-04-21,1.675,1.6945,1.6445,1.6865,1.6865,153894000,,1988-11-02,0.341518,0.341518,0.328125,0.332589,0.261221,208521600
2018-06-04,19.622667,19.933332,19.57,19.782667,19.782667,71967000,,2020-04-27,192.660004,193.75,187.410004,187.5,187.5,29197800,,2005-04-22,1.6745,1.6815,1.6455,1.652,1.652,127840000,,1988-11-03,0.332589,0.334821,0.328125,0.331473,0.260344,242457600
2018-06-05,19.846666,19.853333,19.115999,19.408667,19.408667,89928000,,2020-04-28,188.660004,189.199997,182.559998,182.910004,182.910004,21731000,,2005-04-25,1.6565,1.6795,1.6525,1.6765,1.6765,84908000,,1988-11-04,0.328125,0.339286,0.328125,0.337054,0.264728,153798400
2018-06-06,20.033333,21.478001,19.832001,21.299999,21.299999,281509500,,2020-04-29,190.929993,196.910004,190,194.190002,194.190002,45954500,,2005-04-26,1.6715,1.699,1.629,1.6355,1.6355,279386000,,1988-11-07,0.332589,0.337054,0.330357,0.334821,0.262974,170083200
2018-06-07,21.076668,22,20.905333,21.072666,21.072666,215179500,,2020-04-30,206.919998,209.690002,201.570007,204.710007,204.710007,46230100,,2005-04-27,1.542,1.587,1.53,1.586,1.586,586258000,,1988-11-08,0.334821,0.345982,0.333705,0.34375,0.269987,154526400
2018-06-08,21.266666,21.632,21.143333,21.177334,21.177334,123078000,,2020-05-01,201.600006,207.279999,199.050003,202.270004,202.270004,30415600,,2005-04-28,1.583,1.646,1.5815,1.626,1.626,289456000,,1988-11-09,0.341518,0.351563,0.339286,0.350446,0.275246,201723200
2018-06-11,21.500668,22.310667,21.5,22.139999,22.139999,197752500,,2020-05-04,200.199997,205.910004,198.759995,205.259995,205.259995,19250700,,2005-04-29,1.643,1.6445,1.576,1.618,1.618,210470000,,1988-11-10,0.352679,0.354911,0.348214,0.352679,0.277,99915200
2018-06-12,22.98,23.664667,22.533333,22.851334,22.851334,335211000,,2020-05-05,207.020004,210.380005,206.5,207.070007,207.070007,21071200,,2005-05-02,1.615,1.664,1.605,1.655,1.655,181960000,,1988-11-11,0.348214,0.353795,0.34375,0.34375,0.269987,108684800
2018-06-13,23.114,23.146667,22.653334,22.985332,22.985332,142047000,,2020-05-06,208.119995,211.600006,206.660004,208.470001,208.470001,21857000,,2005-05-03,1.647,1.678,1.6445,1.6605,1.6605,135558000,,1988-11-14,0.345982,0.348214,0.341518,0.347098,0.272616,85232000
2018-06-14,23.175333,23.916668,23.106667,23.848,23.848,164715000,,2020-05-07,211.160004,211.600006,209.039993,211.259995,211.259995,15152000,,2005-05-04,1.6675,1.706,1.6635,1.698,1.698,155132000,,1988-11-15,0.348214,0.350446,0.345982,0.348214,0.273493,80001600
2018-06-15,23.589333,24.311333,23.416668,23.878,23.878,162724500,,2020-05-08,212.240005,213.210007,210.850006,212.350006,212.350006,12506000,,2005-05-05,1.698,1.709,1.6795,1.698,1.698,92338000,,1988-11-16,0.348214,0.350446,0.337054,0.339286,0.266481,147840000
2018-06-18,23.693333,24.915333,23.633333,24.722,24.722,181098000,,2020-05-11,210.889999,215,210.369995,213.179993,213.179993,12911900,,2005-05-06,1.712,1.7345,1.707,1.726,1.726,134270000,,1988-11-17,0.339286,0.34375,0.339286,0.341518,0.268233,79542400
2018-06-19,24.344,24.666668,23.083332,23.503332,23.503332,191428500,,2020-05-12,213.289993,215.279999,210,210.100006,210.100006,14704600,,2005-05-09,1.72,1.74,1.7125,1.732,1.732,88632000,,1988-11-18,0.34375,0.34375,0.339286,0.339286,0.266481,57590400
2018-06-20,23.869333,24.292,23.466667,24.148001,24.148001,125755500,,2020-05-13,209.429993,210.779999,202.110001,205.100006,205.100006,20684600,,2005-05-10,1.72,1.7235,1.701,1.7115,1.7115,109500000,,1988-11-21,0.334821,0.337054,0.323661,0.327009,0.257516,221905600
2018-06-21,24.133333,24.414,23.084667,23.167334,23.167334,119506500,,2020-05-14,202.559998,206.929993,200.690002,206.809998,206.809998,17178900,,2005-05-11,1.715,1.7255,1.6825,1.691,1.691,120960000,,1988-11-22,0.325893,0.329241,0.321429,0.322545,0.254,148187200
2018-06-22,23.436001,23.483334,22.133333,22.242001,22.242001,153991500,,2020-05-15,205.270004,211.339996,204.119995,210.880005,210.880005,19383200,,2005-05-12,1.685,1.706,1.6775,1.6925,1.6925,120100000,,1988-11-23,0.319196,0.330357,0.316964,0.329241,0.259273,187992000
2018-06-25,22.007999,22.564667,21.833332,22.200666,22.200666,103969500,,2020-05-18,212.149994,214.639999,210.940002,213.190002,213.190002,20151900,,2005-05-13,1.6995,1.7175,1.69,1.695,1.695,79836000,,1988-11-25,0.323661,0.328125,0.321429,0.325893,0.256637,48294400
2018-06-26,22.403334,22.903334,21.719999,22.799999,22.799999,111787500,,2020-05-19,213.270004,220.490005,212.830002,216.880005,216.880005,31843200,,2005-05-16,1.7015,1.7385,1.696,1.727,1.727,85614000,,1988-11-28,0.325893,0.328125,0.321429,0.325893,0.256637,139361600
2018-06-27,23,23.386,22.633333,22.966667,22.966667,125005500,,2020-05-20,223.5,231.339996,223.190002,229.970001,229.970001,50162900,,2005-05-17,1.7225,1.741,1.7045,1.7365,1.7365,66314000,,1988-11-29,0.325893,0.328125,0.321429,0.328125,0.258395,92668800
2018-06-28,23.243999,23.801332,23.073999,23.328667,23.328667,125970000,,2020-05-21,234.720001,237.199997,231.199997,231.389999,231.389999,47782600,,2005-05-18,1.7405,1.7985,1.7365,1.7665,1.7665,191150000,,1988-11-30,0.328125,0.339286,0.328125,0.335938,0.264547,167843200
2018-06-29,23.555332,23.590668,22.827333,22.863333,22.863333,97386000,,2020-05-22,231.509995,235.990005,228.740005,234.910004,234.910004,33925600,,2005-05-19,1.7685,1.7955,1.7665,1.7795,1.7795,106870000,,1988-12-01,0.337054,0.348214,0.334821,0.345982,0.272457,212161600
2018-07-02,24.004667,24.318666,21.99,22.337999,22.337999,281397000,,2020-05-26,239.770004,240.899994,231.669998,232.199997,232.199997,33178300,,2005-05-20,1.7725,1.78,1.748,1.775,1.775,100856000,,1988-12-02,0.341518,0.356027,0.339286,0.350446,0.275972,333715200
2018-07-03,22.116667,22.166,20.646,20.724001,20.724001,184239000,,2020-05-27,229.070007,230.559998,221.130005,229.139999,229.139999,34697600,,2005-05-23,1.7785,1.801,1.7695,1.784,1.784,114028000,,1988-12-05,0.352679,0.357143,0.345982,0.352679,0.277731,154414400
2018-07-05,20.917334,20.959333,19.747999,20.610666,20.610666,262146000,,2020-05-28,224.300003,231.630005,224,225.460007,225.460007,29377200,,2005-05-24,1.774,1.7785,1.7565,1.777,1.777,118292000,,1988-12-06,0.350446,0.354911,0.348214,0.352679,0.277731,104932800
2018-07-06,20.33,20.804667,20.133333,20.593332,20.593332,132982500,,2020-05-29,225.199997,227.490005,222.880005,225.089996,225.089996,23241500,,2005-05-25,1.7635,1.7725,1.7595,1.7625,1.7625,77458000,,1988-12-07,0.348214,0.352679,0.345982,0.351563,0.276852,98134400
2018-07-09,20.799334,21.234667,20.533333,21.233999,21.233999,113952000,,2020-06-01,224.589996,232.440002,223.5,231.910004,231.910004,18223800,,2005-05-26,1.764,1.784,1.7585,1.7725,1.7725,95742000,,1988-12-08,0.350446,0.350446,0.345982,0.34933,0.275093,59460800
2018-07-10,21.637333,21.845333,21.280001,21.497999,21.497999,142072500,,2020-06-02,230.940002,233,226.559998,232.720001,232.720001,20919000,,2005-05-27,1.761,1.7775,1.7575,1.775,1.775,65742000,,1988-12-09,0.350446,0.352679,0.345982,0.34933,0.275093,44956800
2018-07-11,21.053333,21.462667,21.004667,21.264,21.264,73261500,,2020-06-03,232.110001,232.649994,228.529999,230.160004,230.160004,15380300,,2005-05-31,1.768,1.802,1.7645,1.7755,1.7755,98604000,,1988-12-12,0.350446,0.352679,0.34375,0.34375,0.270699,117880000
2018-07-12,21.428667,21.548668,20.851334,21.114,21.114,85818000,,2020-06-04,229.559998,231.630005,224.610001,226.289993,226.289993,17041500,,2005-06-01,1.7785,1.8495,1.772,1.825,1.825,206404000,,1988-12-13,0.34375,0.345982,0.341518,0.345982,0.272457,122550400
2018-07-13,21.038668,21.305332,20.616667,21.257999,21.257999,88047000,,2020-06-05,226.710007,231.350006,225.309998,230.770004,230.770004,16750400,,2005-06-02,1.8165,1.8455,1.8105,1.8205,1.8205,95366000,,1988-12-14,0.34375,0.357143,0.34375,0.354911,0.279488,193300800
2018-07-16,20.780666,21.010668,20.416668,20.673332,20.673332,117280500,,2020-06-08,229.029999,231.550003,227.410004,231.399994,231.399994,15466500,,2005-06-03,1.823,1.825,1.766,1.7795,1.7795,96718000,,1988-12-15,0.357143,0.361607,0.350446,0.352679,0.277731,112571200
2018-07-17,20.587334,21.649332,20.566668,21.512667,21.512667,104943000,,2020-06-09,231.520004,239.770004,230.410004,238.669998,238.669998,27462900,,2005-06-06,1.777,1.801,1.774,1.7885,1.7885,77630000,,1988-12-16,0.352679,0.361607,0.350446,0.358259,0.282125,183489600
2018-07-18,21.666668,21.700001,21.083332,21.59,21.59,84363000,,2020-06-10,240.960007,241.210007,235.279999,236.729996,236.729996,20720700,,2005-06-07,1.7955,1.81,1.7645,1.7675,1.7675,97696000,,1988-12-19,0.359375,0.366071,0.357143,0.363839,0.286519,234326400
2018-07-19,21.088667,21.569332,20.934,21.348667,21.348667,88729500,,2020-06-11,229.940002,232.889999,223.550003,224.429993,224.429993,26708200,,2005-06-08,1.77,1.774,1.74,1.7415,1.7415,106282000,,1988-12-20,0.366071,0.370536,0.362723,0.366071,0.288277,274187200
2018-07-20,21.415333,21.549334,20.780666,20.905333,20.905333,77433000,,2020-06-12,229.899994,231.660004,224.5,228.580002,228.580002,22091400,,2005-06-09,1.7465,1.764,1.72,1.76,1.76,77450000,,1988-12-21,0.366071,0.375,0.366071,0.372768,0.293551,241964800
2018-07-23,20.122667,20.366667,19.524,20.213333,20.213333,164893500,,2020-06-15,225.089996,233.770004,224.800003,232.5,232.5,15340300,,2005-06-10,1.7625,1.7645,1.7235,1.7475,1.7475,69350000,,1988-12-22,0.372768,0.375,0.363839,0.366071,0.288277,106030400
2018-07-24,20.294666,20.514668,19.503332,19.828667,19.828667,143862000,,2020-06-16,237.139999,238.460007,233,235.649994,235.649994,15236700,,2005-06-13,1.7335,1.7705,1.7325,1.7435,1.7435,78240000,,1988-12-23,0.366071,0.36942,0.366071,0.367188,0.289156,40958400
2018-07-25,19.782667,20.641333,19.633333,20.582666,20.582666,106131000,,2020-06-17,235,237.589996,231.729996,235.529999,235.529999,19578100,,2005-06-14,1.741,1.7585,1.7395,1.752,1.752,72688000,,1988-12-27,0.366071,0.370536,0.361607,0.361607,0.284761,59987200
2018-07-26,20.323334,20.713333,20.242666,20.443333,20.443333,69457500,,2020-06-18,234.990005,236.139999,232.149994,235.940002,235.940002,15782500,,2005-06-15,1.767,1.7705,1.726,1.762,1.762,103036000,,1988-12-28,0.361607,0.363839,0.354911,0.359375,0.283004,51542400
2018-07-27,20.483334,20.512667,19.689333,19.812,19.812,85549500,,2020-06-19,237.789993,240.830002,235.550003,238.789993,238.789993,30081300,,2005-06-16,1.76,1.7905,1.758,1.779,1.779,84110000,,1988-12-29,0.359375,0.363839,0.359375,0.361607,0.284761,117812800
2018-07-30,19.726667,19.74,19.075333,19.344667,19.344667,102211500,,2020-06-22,238.559998,240.699997,236.910004,239.220001,239.220001,18917800,,2005-06-17,1.7945,1.8035,1.758,1.7655,1.7655,96522000,,1988-12-30,0.361607,0.368304,0.359375,0.359375,0.283004,81692800
2018-07-31,19.483334,19.888,19.271334,19.875999,19.875999,76153500,,2020-06-23,241.279999,245.190002,239.860001,242.240005,242.240005,24017900,,2005-06-20,1.7525,1.7985,1.752,1.7845,1.7845,101946000,,1989-01-03,0.359375,0.361607,0.357143,0.360491,0.283883,100016000
2018-08-01,19.865999,20.200001,19.533333,20.056,20.056,151941000,,2020-06-24,241.199997,243.220001,232.679993,234.020004,234.020004,20834900,,2005-06-21,1.78,1.7905,1.764,1.769,1.769,89142000,,1989-01-04,0.363839,0.376116,0.361607,0.375,0.295308,239948800
2018-08-02,21.896,23.332666,21.544001,23.302668,23.302668,348225000,,2020-06-25,234.619995,237.300003,232.740005,235.679993,235.679993,18704300,,2005-06-22,1.775,1.7925,1.757,1.761,1.761,50146000,,1989-01-05,0.375,0.386161,0.368304,0.377232,0.297066,307328000
2018-08-03,23.187332,23.666668,22.835333,23.211332,23.211332,204847500,,2020-06-26,232.639999,233.089996,215.399994,216.080002,216.080002,76343900,,2005-06-23,1.757,1.778,1.755,1.7715,1.7715,106044000,,1989-01-06,0.377232,0.388393,0.377232,0.38058,0.299702,198665600
2018-08-06,23.030666,23.665333,22.788,22.799334,22.799334,128464500,,2020-06-29,209.75,220.75,207.110001,220.639999,220.639999,58514300,,2005-06-24,1.765,1.772,1.744,1.751,1.751,73510000,,1989-01-09,0.383929,0.385045,0.377232,0.383929,0.30234,79307200
2018-08-07,22.922667,25.830667,22.610001,25.304667,25.304667,463137000,,2020-06-30,220.589996,227.5,218.470001,227.070007,227.070007,33927100,,2005-06-27,1.7455,1.7525,1.7085,1.725,1.725,91126000,,1989-01-10,0.379464,0.382813,0.370536,0.38058,0.299702,103320000
2018-08-08,24.606001,25.509333,24.474667,24.689333,24.689333,368568000,,2020-07-01,228.5,239,227.559998,237.550003,237.550003,43399700,,2005-06-28,1.73,1.7315,1.6795,1.6855,1.6855,140686000,,1989-01-11,0.377232,0.379464,0.368304,0.376116,0.296187,156128000
2018-08-09,24.370001,24.467333,23.048668,23.496668,23.496668,257757000,,2020-07-02,239,240,232.610001,233.419998,233.419998,30633600,,2005-06-29,1.685,1.7035,1.6635,1.6675,1.6675,96266000,,1989-01-12,0.377232,0.383929,0.375,0.381696,0.300581,150315200
2018-08-10,23.6,24,23.066668,23.699333,23.699333,173280000,,2020-07-06,233.759995,240.399994,232.270004,240.279999,240.279999,26206200,,2005-06-30,1.6735,1.678,1.6465,1.6545,1.6545,114314000,,1989-01-13,0.381696,0.388393,0.378348,0.386161,0.304097,193905600
2018-08-13,24.075333,24.212667,23.268,23.760668,23.760668,156958500,,2020-07-07,239.410004,247.649994,238.820007,240.860001,240.860001,27887800,,2005-07-01,1.662,1.6635,1.6395,1.6455,1.6455,58654000,,1989-01-16,0.386161,0.392857,0.383929,0.390625,0.307613,168593600
2018-08-14,23.896667,23.946667,23.139999,23.176001,23.176001,104796000,,2020-07-08,238.110001,246.990005,236.589996,243.580002,243.580002,29791300,,2005-07-05,1.675,1.724,1.6725,1.704,1.704,147676000,,1989-01-17,0.386161,0.388393,0.357143,0.360491,0.283883,756604800
2018-08-15,22.794001,22.966,22.142668,22.579332,22.579332,136519500,,2020-07-09,245,246.529999,239.240005,244.5,244.5,22174900,,2005-07-06,1.7005,1.72,1.693,1.703,1.703,87944000,,1989-01-18,0.363839,0.367188,0.352679,0.354911,0.279488,487928000
2018-08-16,22.660667,22.818666,22.254667,22.363333,22.363333,90960000,,2020-07-10,243.690002,245.490005,239.320007,245.070007,245.070007,22982700,,2005-07-07,1.69,1.7255,1.69,1.698,1.698,84858000,,1989-01-19,0.361607,0.366071,0.357143,0.361607,0.284761,255987200
2018-08-17,21.566668,21.784666,20.235332,20.366667,20.366667,284379000,,2020-07-13,247.009995,250.149994,238.419998,239,239,24674900,,2005-07-08,1.7055,1.7375,1.6925,1.737,1.737,85140000,,1989-01-20,0.361607,0.370536,0.359375,0.366071,0.288277,173734400
2018-08-20,19.446667,20.566668,19.213333,20.562668,20.562668,261034500,,2020-07-14,236.759995,240.330002,232.029999,239.729996,239.729996,23378100,,2005-07-11,1.736,1.784,1.73,1.7795,1.7795,103320000,,1989-01-23,0.363839,0.368304,0.363839,0.366071,0.288277,180532800
2018-08-21,20.707333,21.652666,20.6,21.459999,21.459999,197583000,,2020-07-15,241.550003,244.820007,238.050003,240.279999,240.279999,19133600,,2005-07-12,1.7745,1.827,1.773,1.8155,1.8155,117544000,,1989-01-24,0.366071,0.372768,0.363839,0.371652,0.292672,223294400
2018-08-22,21.391333,21.591999,20.978001,21.442667,21.442667,89190000,,2020-07-16,238,241.759995,236.330002,240.929993,240.929993,18880700,,2005-07-13,1.8135,1.8275,1.8095,1.8255,1.8255,64036000,,1989-01-25,0.372768,0.375,0.366071,0.370536,0.291793,110936000
2018-08-23,21.275999,21.821333,21.206667,21.34,21.34,77209500,,2020-07-17,241,244.160004,237.860001,242.029999,242.029999,18152400,,2005-07-14,1.8595,1.871,1.844,1.8595,1.8595,117266000,,1989-01-26,0.363839,0.376116,0.362723,0.372768,0.293551,285264000
2018-08-24,21.379999,21.59,21.293333,21.521334,21.521334,54039000,,2020-07-20,240.059998,246.050003,235.639999,245.419998,245.419998,20872200,,2005-07-15,1.8675,1.875,1.8375,1.8575,1.8575,104180000,,1989-01-27,0.341518,0.350446,0.323661,0.335938,0.264547,2127171200
2018-08-27,21.200001,21.496,20.587334,21.284666,21.284666,196189500,,2020-07-21,246.220001,246.910004,240.080002,241.75,241.75,19364200,,2005-07-18,1.8475,1.8595,1.838,1.8595,1.8595,59466000,,1989-01-30,0.335938,0.339286,0.332589,0.333705,0.262789,586499200
2018-08-28,21.227333,21.258667,20.746,20.790667,20.790667,114736500,,2020-07-22,240.259995,241.899994,238.119995,239.869995,239.869995,15427900,,2005-07-19,1.869,1.9085,1.8345,1.9085,1.9085,116812000,,1989-01-31,0.332589,0.337054,0.328125,0.337054,0.265426,460353600
2018-08-29,20.684668,20.790001,20.246,20.334,20.334,111711000,,2020-07-23,239.630005,242.419998,231.75,232.600006,232.600006,21771800,,2005-07-20,1.8745,1.9125,1.865,1.9085,1.9085,127368000,,1989-02-01,0.337054,0.353795,0.333705,0.350446,0.275972,487558400
2018-08-30,20.150667,20.306667,19.848,20.209999,20.209999,108250500,,2020-07-24,230.190002,233.490005,226.899994,230.710007,230.710007,18325800,,2005-07-21,1.948,1.9875,1.888,1.8975,1.8975,221112000,,1989-02-02,0.352679,0.359375,0.350446,0.354911,0.279488,473491200
2018-08-31,20.133333,20.354,19.906668,20.110666,20.110666,80626500,,2020-07-27,231.460007,234.949997,230.830002,233.5,233.5,13163100,,2005-07-22,1.8945,1.9115,1.862,1.8975,1.8975,117422000,,1989-02-03,0.357143,0.359375,0.348214,0.350446,0.275972,178908800
2018-09-04,19.796,19.879333,19.200001,19.263332,19.263332,125257500,,2020-07-28,234.630005,234.960007,229.830002,230.119995,230.119995,14170100,,2005-07-25,1.9,1.952,1.8925,1.8975,1.8975,109400000,,1989-02-06,0.352679,0.352679,0.341518,0.34375,0.270699,116737600
2018-09-05,19.003332,19.118668,18.478666,18.716,18.716,115812000,,2020-07-29,231.139999,233.699997,230.309998,233.289993,233.289993,13588300,,2005-07-26,1.911,1.9375,1.886,1.887,1.887,295646000,,1989-02-07,0.341518,0.350446,0.341518,0.348214,0.274214,165155200
2018-09-06,18.986668,19.411333,18.591999,18.73,18.73,112212000,,2020-07-30,230.220001,234.889999,229,234.5,234.5,20615300,,2005-07-27,2.1005,2.187,2.092,2.1825,2.1825,921512000,,1989-02-08,0.348214,0.352679,0.339286,0.341518,0.268942,157012800
2018-09-07,17.34,17.889999,16.816668,17.549334,17.549334,337378500,,2020-07-31,255.820007,255.850006,249,253.669998,253.669998,53005100,,2005-07-28,2.177,2.2905,2.1685,2.284,2.284,502830000,,1989-02-09,0.341518,0.348214,0.339286,0.341518,0.268942,160809600
2018-09-10,18.217333,19.068666,18.066668,19.033333,19.033333,214252500,,2020-08-03,252.649994,255.399994,250.330002,251.960007,251.960007,23124900,,2005-07-29,2.2655,2.2875,2.2305,2.2575,2.2575,209836000,,1989-02-10,0.341518,0.341518,0.330357,0.332589,0.26191,348342400
2018-09-11,18.631332,18.799999,18.236668,18.629333,18.629333,137550000,,2020-08-04,251.559998,252.800003,247.429993,249.830002,249.830002,17183500,,2005-08-01,2.244,2.2595,2.2175,2.2465,2.2465,142544000,,1989-02-13,0.328125,0.332589,0.328125,0.330357,0.260152,235188800
2018-09-12,18.762667,19.5,18.576668,19.369333,19.369333,150231000,,2020-08-05,250.190002,252.270004,247.770004,249.119995,249.119995,13050100,,2005-08-02,2.245,2.3485,2.244,2.3255,2.3255,216728000,,1989-02-14,0.329241,0.330357,0.314732,0.319196,0.251363,891576000
2018-09-13,19.201332,19.666668,19.011999,19.297333,19.297333,95104500,,2020-08-06,249.039993,266.600006,248.669998,265.279999,265.279999,45241600,,2005-08-03,2.3005,2.309,2.292,2.3055,2.3055,96650000,,1989-02-15,0.319196,0.323661,0.316964,0.323661,0.254879,330624000
2018-09-14,19.250668,19.822001,19.101334,19.68,19.68,101484000,,2020-08-07,264.079987,278.890015,263.429993,268.440002,268.440002,72766400,,2005-08-04,2.2775,2.2885,2.271,2.273,2.273,99544000,,1989-02-16,0.323661,0.332589,0.321429,0.324777,0.255758,255696000
